Movie Name,Director,Year,Jump Count,Jump Scare  Rating,Imdb,MPAA Rating,Genre,Month,Budget,Worldwide Gross,Netflix  (US),Duration,Rotten Tomatoes,Language,Country,,,,
The Eye,"Danny Pang, Oxide Chun Pang",2002,5,2,6.7,R,"Horror, Mystery",May,"$3,310,405","$12,165,016",No,98,,,,,,,
The Eyes of My Mother,Nicolas Pesce,2016,0,0,6.2,R,"Drama, Horror",December,,"$29,539",Yes,76,,,,,,,
The Faculty,Robert Rodriguez,1998,11,3,6.5,R,"Horror, Sci-Fi",December,"$15,000,000","$40,283,321",No,104,,,,,,,
The Final Destination,David R. Ellis,2009,4,1,5.2,R,"Horror, Thriller",August,"$40,000,000","$186,167,139",No,82,,,,,,,
The Final Girls,Todd Strauss-Schulson,2015,8,1.5,6.6,PG-13,"Comedy, Drama, Fantasy",November,"$4,500,000",,No,88,,,,,,,
The First Purge,Gerard McMurray,2018,8,2.5,5.1,R,"Action, Horror, Sci-Fi",July,"$13,000,000","$137,056,262",No,98,,,,,,,
The Fly,David Cronenberg,1986,2,0.5,7.5,R,"Drama, Horror, Sci-Fi",August,"$15,000,000","$60,632,088",No,96,,,,,,,
The Fog,John Carpenter,1980,16,3.5,6.8,R,"Horror, Thriller",February,"$1,000,000","$21,448,782",No,89,,,,,,,
The Forest,Jason Zada,2016,13,3.5,4.8,PG-13,"Horror, Mystery, Thriller",January,"$10,000,000","$37,608,299",No,93,,,,,,,
The Forgotten,Joseph Ruben,2004,7,3,5.8,PG-13,"Drama, Mystery, Sci-Fi",September,"$42,000,000","$117,592,831",No,91,,,,,,,
The Gallows,"Travis Cluff, Chris Lofing",2015,21,4,4.2,R,"Horror, Mystery, Thriller",July,"$100,000","$42,964,410",No,81,,,,,,,
The Gift,Joel Edgerton,2015,5,1.5,7,R,"Drama, Mystery, Thriller",August,"$5,000,000","$58,980,521",No,108,,,,,,,
The Girl with All the Gifts,Colm McCarthy,2016,3,1,6.6,R,"Drama, Horror, Sci-Fi",January,"$5,109,996","$4,086,096",No,111,,,,,,,
The Good Neighbor,Kasra Farahani,2016,7,2,6.3,NR,"Crime, Drama, Horror",August,,"$90,573",Yes,98,,,,,,,
The Green Inferno,Eli Roth,2013,4,1,5.3,R,"Adventure, Horror",September,"$5,000,000","$12,666,449",No,100,,,,,,,
The Grudge,Takashi Shimizu,2004,23,4,5.9,PG-13,"Horror, Mystery, Thriller",October,"$10,000,000","$187,281,115",No,98,,,,,,,
The Guest,Adam Wingard,2014,5,1.5,6.7,R,"Action, Comedy, Crime",September,"$5,000,000","$2,700,051",No,100,,,,,,,
The Hallow,Corin Hardy,2015,17,3.5,5.7,NR,Horror,November,,"$1,862,407",No,97,,,,,,,
The Happening,M. Night Shyamalan,2008,1,0.5,5,R,"Drama, Mystery, Sci-Fi",June,"$48,000,000","$163,403,799",No,90,,,,,,,
The Harvest,John McNaughton,2013,0,0,6.1,NR,"Drama, Mystery, Thriller",April,,,No,104,,,,,,,
The Haunting,Robert Wise,1963,3,1,7.6,G,Horror,August,"$1,400,000","$1,020,000",No,112,,,,,,,
The Haunting in Connecticut,Peter Cornwell,2009,26,4.5,5.9,PG-13,"Drama, Horror, Mystery",March,"$10,000,000","$99,279,998",No,102,,,,,,,
The Haunting in Connecticut 2: Ghosts of Georgia,Tom Elkins,2013,32,5,5.3,R,"Drama, Horror, Mystery",March,"$9,000,000","$5,127,434",No,101,,,,,,,
The Hills Have Eyes,Alexandre Aja,2006,9,2.5,6.4,R,"Horror, Thriller",March,"$15,000,000","$69,623,713",No,107,,,,,,,
The Hole,Nick Hamm,2001,3,0.5,6.2,R,"Drama, Mystery, Thriller",October,"$5,312,313","$7,819,851",No,102,,,,,,,
The House of the Devil,Ti West,2009,4,1,6.4,R,Horror,May,"$900,000","$101,215",No,95,,,,,,,
The House on Pine Street,"Aaron Keeling, Austin Keeling",2015,5,1,5.3,NR,"Drama, Horror",February,,"$106,745",No,111,,,,,,,
The House with a Clock in Its Walls,Eli Roth,2018,8,1.5,6,PG-13,"Comedy, Fantasy, Horror",September,"$42,000,000","$131,457,147",No,105,,,,,,,
The Howling,Joe Dante,1981,10,2.5,6.6,R,Horror,April,"$1,000,000","$17,985,893",No,91,,,,,,,
The Human Centipede (First Sequence),Tom Six,2009,4,1.5,4.4,R,Horror,April,"$1,652,841","$325,113",No,92,,,,,,,
The Innkeepers,Ti West,2011,9,2,5.4,R,"Drama, Horror, Mystery",March,"$750,000","$1,178,831",No,101,,,,,,,
The Innocents,Jack Clayton,1961,4,0.5,7.8,NR,Horror,December,"$549,616","$30,103",No,100,,,,,,,
The Invitation,Karyn Kusama,2015,5,1,6.6,NR,"Drama, Horror, Mystery",April,"$1,000,000","$354,835",Yes,100,,,,,,,
The Jacket,John Maybury,2005,6,1.5,7.1,R,"Drama, Fantasy, Mystery",March,"$29,000,000","$21,733,230",No,103,,,,,,,
The Killing of a Sacred Deer,Yorgos Lanthimos,2017,3,0.5,7,R,"Drama, Mystery, Thriller",November,,"$7,027,336",No,101,,,,,,,
The Last Exorcism,Daniel Stamm,2010,7,2,5.6,PG-13,"Horror, Mystery, Thriller",August,"$1,800,000","$67,738,090",No,87,,,,,,,
The Last House on the Left,Dennis Iliadis,2009,4,0.5,6.5,NR,"Horror, Thriller",March,"$15,000,000","$45,992,398",No,114,,,,,,,
The Lazarus Effect,David Gelb,2015,18,4.5,5.2,PG-13,"Horror, Mystery, Sci-Fi",February,"$3,300,000","$38,356,892",No,83,,,,,,,
The Limehouse Golem,Juan Carlos Medina,2016,0,0,6.3,NR,"Crime, Mystery, Thriller",September,,"$2,327,419",No,109,,,,,,,
The Little Stranger,Lenny Abrahamson,2018,0,0,5.5,R,"Drama, Horror, Mystery",September,,"$1,824,902",No,111,,,,,,,
The Love Witch,Anna Biller,2016,0,0,6.2,NR,"Comedy, Horror, Romance",March,,"$246,218",No,121,,,,,,,
The Meg,Jon Turteltaub,2018,18,3.5,5.7,PG-13,"Action, Horror, Sci-Fi",August,"$130,000,000","$530,243,742",No,113,,,,,,,
The Messengers,"Danny Pang, Oxide Chun Pang",2007,27,4.5,5.4,PG-13,"Horror, Mystery, Thriller",February,"$16,000,000","$55,060,212",No,90,,,,,,,
The Midnight Meat Train,Ryûhei Kitamura,2008,1,0.5,6.1,NR,"Horror, Mystery",May,"$15,000,000","$3,533,227",No,98,,,,,,,
The Mist,Frank Darabont,2007,5,1,7.1,R,"Horror, Sci-Fi",November,"$18,000,000","$57,293,715",No,126,,,,,,,
The Monster,Bryan Bertino,2016,11,3,5.4,R,"Drama, Fantasy, Horror",October,"$2,700,000","$74,700",Yes,91,,,,,,,
The Mothman Prophecies,Mark Pellington,2002,4,1,6.4,PG-13,"Drama, Horror, Mystery",January,"$32,000,000","$55,305,279",No,119,,,,,,,
The Mummy,Alex Kurtzman,2017,16,3.5,5.5,PG-13,"Action, Adventure, Fantasy",June,"$125,000,000","$409,231,607",No,110,,,,,,,
The Neighbor,Marcus Dunstan,2016,3,1,5.3,NR,"Crime, Horror, Thriller",September,,"$164,348",No,87,,,,,,,
The Neon Demon,Nicolas Winding Refn,2016,2,0.5,6.2,R,"Horror, Thriller",June,"$7,000,000","$3,377,430",No,118,,,,,,,
The New Daughter,Luiso Berdejo,2009,11,2.5,5.3,PG-13,"Horror, Thriller",October,"$15,000,000","$477,004",No,108,,,,,,,
The Ninth Gate,Roman Polanski,1999,0,0,6.7,R,"Mystery, Thriller",March,"$38,000,000","$58,401,898",No,133,,,,,,,
The Number 23,Joel Schumacher,2007,3,0.5,6.4,NR,"Crime, Mystery, Thriller",February,"$30,000,000","$77,566,815",No,101,,,,,,,
The Nun,Corin Hardy,2018,21,4.5,5.4,R,"Horror, Mystery, Thriller",September,"$22,000,000","$365,550,119",No,96,,,,,,,
The Omen,Richard Donner,1976,1,0.5,7.5,R,Horror,June,"$2,800,000","$60,922,980",No,111,,,,,,,
The Ones Below,David Farr,2015,0,0,6.1,R,"Drama, Thriller",May,"$3,700,000","$121,827",Yes,87,,,,,,,
The Open House,"Matt Angel, Suzanne Coote",2018,14,3,3.3,NR,"Horror, Thriller",January,"$100,000",,Yes,94,,,,,,,
The Orphanage,J.A. Bayona,2007,6,1.5,7.4,R,"Drama, Horror, Mystery",January,"$3,746,439","$78,638,987",No,105,,,,,,,
The Other Side of the Door,Johannes Roberts,2016,16,3.5,5.3,R,Horror,March,"$5,000,000","$14,332,467",No,96,,,,,,,
The Others,Alejandro Amenábar,2001,4,2,7.6,PG-13,"Horror, Mystery, Thriller",August,"$17,000,000","$209,947,037",No,101,,,,,,,
The Pact,Nicholas McCarthy,2012,12,3,5.8,R,"Horror, Mystery, Thriller",June,"$400,000","$3,035,415",No,89,,,,,,,
The People Under the Stairs,Wes Craven,1991,13,3,6.4,R,"Comedy, Horror, Mystery",November,"$6,000,000","$31,347,154",No,102,,,,,,,
The Perfection,Richard Shepard,2019,1,0.5,6.1,TV-MA,"Drama, Horror, Thriller",May,,,Yes,90,,,,,,,
The Possession,Ole Bornedal,2012,10,3,5.9,R,"Horror, Mystery, Thriller",August,"$14,000,000","$85,446,075",No,94,,,,,,,
The Possession of Michael King,David Jung,2014,20,4,5.7,R,Horror,August,,"$2,405,143",No,93,,,,,,,
The Predator,Shane Black,2018,6,1.5,5.4,R,"Action, Adventure, Sci-Fi",September,"$88,000,000","$160,542,134",No,107,,,,,,,
The Purge,James DeMonaco,2013,12,3,5.7,R,"Horror, Thriller",June,"$3,000,000","$89,328,627",No,85,,,,,,,
The Purge: Anarchy,James DeMonaco,2014,13,3,6.4,R,"Action, Horror, Sci-Fi",July,"$9,000,000","$111,928,365",No,104,,,,,,,
The Purge: Election Year,James DeMonaco,2016,9,2.5,6,R,"Action, Horror, Sci-Fi",July,"$10,000,000","$118,587,880",No,105,,,,,,,
The Quiet Ones,John Pogue,2014,23,4,5.1,PG-13,"Horror, Mystery, Thriller",April,"$200,000","$17,834,867",No,98,,,,,,,
The Return of the Living Dead,Dan O'Bannon,1985,1,0.5,7.3,R,"Comedy, Horror, Sci-Fi",August,"$4,000,000","$14,237,880",No,91,,,,,,,
The Ring,Gore Verbinski,2002,9,2.5,7.1,PG-13,"Horror, Mystery",October,"$48,000,000","$249,348,933",No,115,,,,,,,
The Ring Two,Hideo Nakata,2005,11,3,5.4,PG-13,"Horror, Mystery",March,"$50,000,000","$160,864,957",No,105,,,,,,,
The Rite,Mikael Håfström,2011,7,2,6,PG-13,"Drama, Horror, Mystery",January,"$37,000,000","$96,047,633",Yes,114,,,,,,,
The Ritual,David Bruckner,2017,15,3,6.3,NR,"Horror, Mystery, Thriller",February,,"$1,569,665",Yes,94,,,,,,,
The Sacrament,Ti West,2013,2,0.5,6.1,R,"Horror, Thriller",May,"$4,000,000","$9,221",No,99,,,,,,,
The Shallows,Jaume Collet-Serra,2016,9,2.5,6.3,PG-13,"Drama, Horror, Thriller",June,"$17,000,000","$119,100,758",No,86,,,,,,,
The Shape of Water,Guillermo del Toro,2017,2,0.5,7.3,R,"Adventure, Drama, Fantasy",December,"$19,400,000","$195,243,464",No,123,,,,,,,
The Shining,Stanley Kubrick,1980,3,0.5,8.4,R,"Drama, Horror",June,"$19,000,000","$45,655,744",Yes,144,,,,,,,
The Silence of the Lambs,Jonathan Demme,1991,0,0,8.6,R,"Crime, Drama, Thriller",February,"$19,000,000","$272,753,884",No,118,,,,,,,
The Sixth Sense,M. Night Shyamalan,1999,8,1.5,8.1,PG-13,"Drama, Mystery, Thriller",August,"$40,000,000","$672,806,292",Yes,107,,,,,,,
The Skeleton Key,Iain Softley,2005,11,3,6.5,PG-13,"Drama, Horror, Mystery",August,"$43,000,000","$91,974,818",No,104,,,,,,,
The Snowman,Tomas Alfredson,2017,9,2,5.1,R,"Crime, Drama, Mystery",October,"$35,000,000","$43,084,060",No,119,,,,,,,
The Strangers,Bryan Bertino,2008,16,4.5,6.2,R,"Horror, Mystery, Thriller",May,"$9,000,000","$82,391,145",No,86,,,,,,,
The Strangers: Prey at Night,Johannes Roberts,2018,14,3.5,5.2,R,Horror,March,"$5,000,000","$31,039,126",No,85,,,,,,,
The Taking of Deborah Logan,Adam Robitel,2014,19,3.5,6,R,"Horror, Mystery, Thriller",October,"$1,500,000","$407,782",No,90,,,,,,,
The Texas Chain Saw Massacre,Tobe Hooper,1974,2,1,7.5,R,Horror,October,"$300,000","$30,859,000",No,83,,,,,,,
The Texas Chainsaw Massacre,Marcus Nispel,2003,16,3,6.2,R,Horror,October,"$9,500,000","$107,362,708",No,98,,,,,,,
The Texas Chainsaw Massacre: The Beginning,Jonathan Liebesman,2006,17,3.5,5.8,R,"Horror, Thriller",October,"$16,000,000","$51,764,406",Yes,91,,,,,,,
The Thing,John Carpenter,1982,7,2,8.1,R,"Horror, Mystery, Sci-Fi",June,"$15,000,000","$19,629,760",No,109,,,,,,,
The Thing,Matthijs van Heijningen Jr.,2011,7,2.5,6.2,R,"Horror, Mystery, Sci-Fi",October,"$38,000,000","$27,428,670",No,103,,,,,,,
The Town That Dreaded Sundown,Alfonso Gomez-Rejon,2014,8,3,5.6,R,"Horror, Mystery, Thriller",October,"$400,000","$5,000,000",No,86,,,,,,,
The Transfiguration,Michael O’Shea,2016,2,1,6,NR,"Drama, Horror",April,,"$28,631",No,97,,,,,,,
The Tunnel,Carlo Ledesma,2011,6,2.5,5.9,NR,"Horror, Mystery, Thriller",May,"$135,000","$1,532",No,91,,,,,,,
The Unborn,David S. Goyer,2009,14,3.5,4.8,PG-13,"Drama, Horror, Mystery",January,"$16,000,000","$76,514,050",Yes,88,,,,,,,
The Uninvited,Charles & Thomas Guard,2009,11,3,6.3,PG-13,"Drama, Horror, Mystery",January,"$10,325,824","$41,624,046",Yes,87,,,,,,,
The Veil,Phil Joanou,2016,12,3,4.7,R,Horror,January,"$4,000,000",,Yes,93,,,,,,,
The Village,M. Night Shyamalan,2004,4,1,6.5,PG-13,"Drama, Mystery, Thriller",July,"$60,000,000","$256,697,520",No,108,,,,,,,
The Visit,M. Night Shyamalan,2015,8,2.5,6.2,PG-13,"Horror, Mystery, Thriller",September,"$5,000,000","$98,450,062",No,94,,,,,,,
The Voices,Marjane Satrapi,2014,3,0.5,6.4,R,"Comedy, Crime, Horror",February,,"$2,097,718",No,103,,,,,,,
The Void,"Jeremy Gillespie, Steven Kostanski",2016,8,2,5.8,NR,"Horror, Mystery, Sci-Fi",April,,"$368,372",Yes,90,,,,,,,
The Wailing,Na Hong-jin,2016,4,1,7.4,NR,"Horror, Mystery, Thriller",June,"$6,420,000","$49,851,770",Yes,156,,,,,,,
The Ward,John Carpenter,2010,15,4,5.6,R,"Horror, Mystery, Thriller",July,"$10,000,000","$52,965",No,89,,,,,,,
The Wicker Man,Robin Hardy,1973,4,0.5,7.6,R,"Horror, Mystery, Thriller",August,"$810,000","$98,201",No,93,,,,,,,
The Witch,Robert Eggers,2015,4,1.5,6.8,R,"Drama, Horror, Mystery",February,"$4,000,000","$40,423,945",Yes,92,,,,,,,
The Wolfman,Joe Johnston,2010,18,4,5.8,R,"Drama, Fantasy, Horror",February,"$150,000,000","$139,789,765",No,119,,,,,,,
The Woman in Black,James Watkins,2012,16,4,6.4,PG-13,"Drama, Fantasy, Horror",February,"$17,000,000","$127,730,736",No,95,,,,,,,
The Woman in Black 2: Angel of Death,Tom Harper,2014,14,4,4.8,PG-13,"Drama, Horror, Thriller",January,"$15,000,000","$48,854,305",No,98,,,,,,,
Them (Ils),"David Moreau, Xavier Palud",2006,16,4,6.4,R,"Horror, Thriller",July,"$2,350,000","$5,405,885",No,74,,,,,,,
Thesis (Tesis),Alejandro Amenábar,1996,3,0.5,7.4,R,"Horror, Mystery, Thriller",April,"$794,701","$14,227",No,125,,,,,,,
They Look Like People,Perry Blackshear,2015,2,0.5,5.9,NR,"Drama, Horror, Mystery",February,,,No,80,,,,,,,
Thirteen Ghosts,Steve Beck,2001,17,3,5.6,R,"Horror, Thriller",October,"$42,000,000","$68,467,960",No,91,,,,,,,
Timecrimes,Nacho Vigalondo,2007,3,0.5,7.2,R,"Horror, Mystery, Sci-Fi",June,"$2,600,000","$553,198",No,92,,,,,,,
Tragedy Girls,Tyler Macintyre,2017,8,2,6,R,"Comedy, Crime, Horror",October,,"$122,211",No,98,,,,,,,
Train to Busan,Sang-ho Yeon,2016,4,1,7.5,M,"Action, Horror, Thriller",July,"$8,629,915","$87,547,518",Yes,118,,,,,,,
Trash Fire,Richard Bates Jr.,2016,0,0,5.8,R,"Comedy, Drama, Horror",November,,,Yes,91,,,,,,,
Tremors,Ron Underwood,1990,16,2.5,7.1,PG-13,"Comedy, Horror",January,"$11,000,000","$16,667,084",No,96,,,,,,,
Triangle,Christopher Smith,2009,5,1,6.9,R,"Fantasy, Mystery, Thriller",October,"$12,000,000","$1,332,682",No,99,,,,,,,
Trick 'r Treat,Michael Dougherty,2007,6,2.5,6.8,R,"Comedy, Horror",December,"$12,000,000",,No,82,,,,,,,
Truth or Dare,Jeff Wadlow,2018,7,2,5.1,PG-13,"Horror, Thriller",April,"$3,500,000","$95,330,493",No,101,,,,,,,
Tucker and Dale vs. Evil,Eli Craig,2010,9,1.5,7.5,R,"Comedy, Horror",December,"$5,000,000","$4,749,516",No,89,,,,,,,
Tusk,Kevin Smith,2014,0,0,5.3,R,"Comedy, Drama, Horror",September,"$3,000,000","$1,882,074",Yes,105,,,,,,,
Under the Shadow,Babak Anvari,2016,9,3.5,6.9,PG-13,"Drama, Horror, Thriller",October,"$1,000,000","$133,324",Yes,84,,,,,,,
Unfriended,Leo Gabriadze,2014,5,3,5.5,R,"Horror, Mystery, Thriller",April,"$1,000,000","$62,882,090",No,83,,,,,,,
Unfriended: Dark Web,Stephen Susco,2018,6,1.5,5.9,R,"Horror, Mystery, Thriller",July,"$1,000,000","$16,024,987",No,92,,,,,,,
Unsane,Steven Soderbergh,2018,2,0.5,6.4,R,"Drama, Horror, Mystery",March,"$1,500,000","$14,293,601",No,98,,,,,,,
Urban Legend,Jamie Blanks,1998,17,4,5.5,R,"Horror, Mystery, Thriller",September,"$14,000,000","$72,527,595",No,100,,,,,,,
Us,Jordan Peele,2019,11,2.5,6.9,R,"Horror, Mystery, Thriller",March,"$20,000,000","$255,105,930",No,116,,,,,,,
Uzumaki,Higuchinsky,2000,15,3,6.2,NR,"Drama, Fantasy, Horror",February,"$1,000,000",,No,90,,,,,,,
Vacancy,Nimród Antal,2007,12,2.5,6.2,R,"Horror, Thriller",April,"$19,000,000","$35,300,645",No,85,,,,,,,
Velvet Buzzsaw,Dan Gilroy,2019,10,2.5,5.7,R,"Horror, Mystery, Thriller",February,"$21,200,000",,No,112,,,,,,,
Veronica,Paco Plaza,2017,10,3,6.2,NR,Horror,August,,"$6,123,089",Yes,105,,,,,,,
V/H/S,Various Directors,2012,7,3.5,5.8,R,"Horror, Thriller",September,,"$1,944,287",No,116,,,,,,,
V/H/S/2,Various Directors,2013,14,4,6,R,"Horror, Thriller",June,,"$805,574",No,96,,,,,,,
Victor Frankenstein,Paul McGuigan,2015,6,1.5,6,PG-13,"Drama, Horror, Sci-Fi",November,"$65,000,000","$34,227,298",No,110,,,,,,,
Viral,"Henry Joost, Ariel Schulman",2016,20,4,5.5,R,"Drama, Horror, Sci-Fi",July,,"$551,760",No,85,,,,,,,
Visions,Kevin Greutert,2015,10,3.5,5.3,R,"Horror, Mystery",January,,"$1,013,805",No,82,,,,,,,
Wait Until Dark,Terence Young,1967,1,0.5,7.8,NR,"Horror, Thriller",January,"$3,000,000",,No,108,,,,,,,
We Are Still Here,Ted Geoghegan,2015,12,3,5.7,NR,Horror,December,,,No,84,,,,,,,
Wes Craven's New Nightmare,Wes Craven,1994,11,2.5,6.4,R,"Fantasy, Horror, Mystery",October,"$8,000,000","$19,721,741",No,112,,,,,,,
What Lies Beneath,Robert Zemeckis,2000,16,3,6.6,PG-13,"Drama, Fantasy, Horror",July,"$100,000,000","$291,420,351",No,130,,,,,,,
When a Stranger Calls,Fred Walton,1979,5,2,6.6,R,"Horror, Thriller",February,"$15,000,000","$66,966,987",No,97,,,,,,,
Wildling,Fritz Böhm,2018,4,1.5,5.5,R,"Drama, Fantasy, Horror",April,,"$504,718",No,92,,,,,,,
Winchester,"Michael Spierig, Peter Spierig",2018,17,4,5.4,PG-13,"Biography, Drama, Fantasy",February,"$3,500,000","$44,019,588",No,99,,,,,,,
Wind Chill,Gregory Jacobs,2007,13,3,5.8,R,"Drama, Horror, Thriller",August,"$6,000,000","$285,060",No,91,,,,,,,
Wish Upon,John R. Leonetti,2017,11,2,5,PG-13,"Drama, Fantasy, Horror",July,"$12,000,000","$23,468,586",No,90,,,,,,,
Wolf Creek,Greg McLean,2005,0,0,6.2,R,"Horror, Thriller",December,"$1,000,000","$30,762,648",No,99,,,,,,,
World War Z,Marc Forster,2013,7,2.5,7,NR,"Action, Adventure, Horror",June,"$190,000,000","$540,007,876",No,123,,,,,,,
Would You Rather,David Guy Levy,2012,3,1,5.7,NR,"Horror, Thriller",June,,,Yes,93,,,,,,,
Wrong Turn,Rob Schmidt,2003,13,3,6.1,R,Horror,May,"$12,600,000","$28,650,575",No,84,,,,,,,
You're Next,Adam Wingard,2011,11,3,6.5,R,"Horror, Mystery, Thriller",August,"$1,000,000","$26,895,481",No,95,,,,,,,
Zodiac,David Fincher,2007,3,0.5,7.7,R,"Crime, Drama, Mystery",March,"$65,000,000","$84,785,914",No,163,,,,,,,
Zombieland,Ruben Fleischer,2009,9,3,7.6,R,"Adventure, Comedy, Horror",October,"$23,600,000","$102,392,080",No,88,,,,,,,
